datetime,SO2,hour,dayofweek,hour_sin,hour_cos,dow_sin,dow_cos,SO2_lag_1,SO2_lag_6,SO2_lag_12,SO2_lag_24
2021-07-14 06:30:00,0.52286,6.0,2.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1.04572,1.56857,1.17643,1.30715
2021-07-14 06:45:00,0.78429,6.0,2.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.52286,1.04572,0.78429,1.30715
2021-07-14 07:00:00,0.78429,7.0,2.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.78429,0.52286,1.30715,1.22
2021-07-14 07:00:00,0.78429,7.0,2.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.78429,0.98036,1.56857,1.04572
2021-07-14 07:15:00,1.04572,7.0,2.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.78429,0.78429,1.30715,1.30715
2021-07-14 07:30:00,0.78429,7.0,2.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1.04572,1.04572,1.56857,1.30715
2021-07-14 07:45:00,1.04572,7.0,2.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.78429,0.52286,1.56857,1.24179
2021-07-14 08:00:00,1.56857,8.0,2.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.04572,0.78429,1.04572,1.30715
2021-07-14 08:00:00,1.11107,8.0,2.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.56857,0.78429,0.52286,1.30715
2021-07-14 08:15:00,1.56857,8.0,2.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.11107,0.78429,0.98036,1.30715
2021-07-14 08:30:00,1.30715,8.0,2.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.56857,1.04572,0.78429,1.04572
2021-07-14 08:45:00,0.78429,8.0,2.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.30715,0.78429,1.04572,1.04572
2021-07-14 09:00:00,0.52286,9.0,2.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.78429,1.04572,0.52286,1.17643
2021-07-14 09:00:00,1.04572,9.0,2.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.52286,1.56857,0.78429,0.78429
2021-07-14 09:15:00,1.04572,9.0,2.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.04572,1.11107,0.78429,1.30715
2021-07-14 09:30:00,1.04572,9.0,2.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.04572,1.56857,0.78429,1.56857
2021-07-14 09:45:00,1.04572,9.0,2.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.04572,1.30715,1.04572,1.30715
